,steel_design_description,YieldStrength,TensileStrength,TotalElongation
39071,06NB50 625125,62.4,70.9,28.77
39074,06NB50 625125,62.8,70.6,30.24
39081,06NB50 625125,61.9,70.8,28.91
39084,06NB50 625125,61.1,69.3,31.09
39086,06NB50 625125,62.6,70.5,31.03
39090,06NB50 625125,61.6,71.3,29.04
39093,06NB50 625125,60.5,70.8,30.88
39099,06NB50 625125,61.7,70.3,30.35
40512,06NB50 625125,62.3,70.6,31.77
40514,06NB50 625125,63.1,71.4,30.13
40613,06NB50 625125,61.9,70.5,30.06
40635,06NB50 625125,61.7,69.9,28.4
40642,06NB50 625125,61.2,70.6,31.79
42178,06NB50 625125,64.1,71.2,30.0
42180,06NB50 625125,64.6,70.5,29.99
42186,06NB50 625125,63.3,71.7,29.76
42266,06NB50 625125,62.9,70.7,28.37
42270,06NB50 625125,58.6,68.6,31.37
42275,06NB50 625125,60.8,70.5,30.72
42281,06NB50 625125,61.7,70.9,27.89
42286,06NB50 625125,60.2,69.2,31.33
42338,06NB50 625125,60.8,70.8,30.4
42346,06NB50 625125,62.4,71.9,29.96
42352,06NB50 625125,62.0,70.4,28.22
43624,06NB50 625125,64.5,73.5,27.61
44762,06NB50 625125,61.3,70.3,30.29
44800,06NB50 625125,65.6,72.0,29.77
44808,06NB50 625125,59.9,68.3,32.25
44815,06NB50 625125,56.7,66.2,30.87
46735,06NB50 625125,66.5,74.9,27.01
46875,06NB50 625125,63.0,72.4,30.78
46948,06NB50 625125,60.7,72.4,30.3
46988,06NB50 625125,65.4,73.3,25.83
47010,06NB50 625125,58.7,70.2,30.41
47015,06NB50 625125,61.9,70.0,28.6
47020,06NB50 625125,55.6,63.4,26.45
47023,06NB50 625125,66.2,73.2,24.38
47033,06NB50 625125,60.1,70.1,31.5
47039,06NB50 625125,61.1,69.9,31.15
47040,06NB50 625125,62.3,70.3,29.59
47045,06NB50 625125,61.0,70.1,29.16
47048,06NB50 625125,61.4,70.8,31.36
47051,06NB50 625125,64.7,72.0,29.42
47056,06NB50 625125,64.5,72.5,28.47
47062,06NB50 625125,62.9,71.5,29.65
47065,06NB50 625125,61.5,69.5,30.82
47069,06NB50 625125,60.2,69.0,30.8
47074,06NB50 625125,60.6,70.2,30.58
47079,06NB50 625125,60.9,69.3,31.25
47082,06NB50 625125,61.3,69.9,31.5
47095,06NB50 625125,59.2,66.9,31.13
47981,06NB50 625125,64.0,72.2,28.26
47985,06NB50 625125,64.2,71.5,31.44
47987,06NB50 625125,62.3,70.2,31.42
47991,06NB50 625125,63.2,71.4,32.72
47995,06NB50 625125,64.3,72.5,31.22
47997,06NB50 625125,64.4,73.1,29.94
48002,06NB50 625125,62.5,71.5,31.27
48005,06NB50 625125,61.2,70.8,31.3
48007,06NB50 625125,61.9,70.9,31.14
48009,06NB50 625125,60.6,70.1,31.86
48011,06NB50 625125,59.0,69.8,31.85
48012,06NB50 625125,59.6,69.9,29.3
48014,06NB50 625125,62.7,72.7,31.43
48016,06NB50 625125,63.6,72.2,30.92
48018,06NB50 625125,59.8,69.9,30.79
48020,06NB50 625125,59.5,69.5,30.41
48023,06NB50 625125,63.5,71.6,30.74
48025,06NB50 625125,61.3,70.4,31.33
48027,06NB50 625125,62.6,71.8,30.2
48029,06NB50 625125,65.9,74.5,29.59
48032,06NB50 625125,62.1,71.0,28.05
48034,06NB50 625125,62.8,71.0,30.5
48036,06NB50 625125,61.1,70.7,32.24
48042,06NB50 625125,62.5,70.9,31.1
48044,06NB50 625125,61.2,70.1,30.41
48047,06NB50 625125,60.1,69.5,31.69
48049,06NB50 625125,60.1,68.7,33.8
48057,06NB50 625125,61.7,69.7,31.18
48059,06NB50 625125,60.6,69.2,32.32
48061,06NB50 625125,59.9,69.7,31.89
48064,06NB50 625125,62.3,69.5,31.29
48066,06NB50 625125,62.1,70.3,30.81
48068,06NB50 625125,62.6,70.1,32.94
48070,06NB50 625125,59.7,68.7,33.03
48075,06NB50 625125,65.1,71.0,31.8
48076,06NB50 625125,63.6,71.8,31.62
49711,06NB50 625125,60.7,69.8,31.2
49713,06NB50 625125,60.6,69.8,36.18
49715,06NB50 625125,59.9,70.4,24.45
49718,06NB50 625125,55.4,68.1,30.98
49720,06NB50 625125,61.0,70.5,31.22
49748,06NB50 625125,64.2,73.6,26.92
49793,06NB50 625125,59.9,69.6,28.81
49798,06NB50 625125,62.2,72.1,31.19
49822,06NB50 625125,59.9,69.6,31.82
51302,06NB50 625125,63.7,72.4,23.45
51307,06NB50 625125,64.8,73.8,26.61
51313,06NB50 625125,62.0,72.2,28.72
51317,06NB50 625125,62.4,71.0,28.13
51320,06NB50 625125,58.7,69.5,32.51
51344,06NB50 625125,65.2,74.2,28.84
52325,06NB50 625125,58.2,68.1,34.44
52362,06NB50 625125,58.9,69.0,32.82
52365,06NB50 625125,59.1,68.1,34.49
52366,06NB50 625125,58.2,67.4,32.03
52369,06NB50 625125,60.9,69.5,29.36
52371,06NB50 625125,61.6,70.3,29.32
52373,06NB50 625125,59.2,68.9,30.13
52375,06NB50 625125,60.0,69.7,25.76
52378,06NB50 625125,60.6,70.8,31.26
52380,06NB50 625125,61.2,70.6,31.32
52382,06NB50 625125,59.5,68.9,26.48
52384,06NB50 625125,58.7,67.7,31.37
52387,06NB50 625125,61.4,69.4,31.57
52389,06NB50 625125,59.1,68.3,30.84
52393,06NB50 625125,59.0,68.2,31.73
52398,06NB50 625125,60.9,70.0,31.4
52400,06NB50 625125,54.4,63.5,26.52
52406,06NB50 625125,59.7,67.6,37.42
52409,06NB50 625125,59.2,68.8,35.15
52411,06NB50 625125,59.1,68.6,31.41
52413,06NB50 625125,58.1,67.3,32.72
52419,06NB50 625125,60.0,70.0,31.39
52421,06NB50 625125,60.7,69.6,32.4
52424,06NB50 625125,58.5,67.3,32.62
52426,06NB50 625125,58.8,66.8,34.7
52428,06NB50 625125,59.2,68.1,32.96
52430,06NB50 625125,58.2,68.2,32.57
52433,06NB50 625125,57.6,68.9,32.28
52435,06NB50 625125,58.8,68.2,34.22
52438,06NB50 625125,59.2,68.7,30.83
52440,06NB50 625125,59.0,68.7,31.52
52442,06NB50 625125,60.0,69.8,31.32
52444,06NB50 625125,60.7,69.8,32.99
52449,06NB50 625125,59.2,67.9,31.35
52488,06NB50 625125,60.9,70.2,29.6
52491,06NB50 625125,59.7,69.8,30.83
52493,06NB50 625125,60.5,69.5,29.96
52496,06NB50 625125,61.5,69.6,30.91
52498,06NB50 625125,60.0,69.2,32.84
52500,06NB50 625125,61.3,70.8,29.94
52502,06NB50 625125,61.5,70.7,30.63
52505,06NB50 625125,62.4,71.3,29.94
52507,06NB50 625125,62.2,70.9,30.89
52511,06NB50 625125,62.1,71.7,29.99
52514,06NB50 625125,59.1,68.6,32.94
54041,06NB50 625125,62.9,71.9,30.19
54043,06NB50 625125,63.9,72.9,29.86
54047,06NB50 625125,56.4,65.1,29.94
54050,06NB50 625125,58.0,71.9,29.76
54053,06NB50 625125,62.0,71.3,31.67
54055,06NB50 625125,62.2,71.3,31.55
54057,06NB50 625125,62.4,71.2,32.01
54059,06NB50 625125,64.7,72.7,31.0
54061,06NB50 625125,63.3,72.7,30.11
54064,06NB50 625125,63.0,72.5,23.74
54066,06NB50 625125,65.5,72.4,33.0
54071,06NB50 625125,59.7,69.3,30.73
54073,06NB50 625125,58.6,67.6,31.0
54075,06NB50 625125,59.2,68.6,33.51
54077,06NB50 625125,62.4,71.1,29.26
54079,06NB50 625125,60.3,68.5,29.02
54082,06NB50 625125,58.7,67.6,29.98
54084,06NB50 625125,62.1,71.2,32.47
54145,06NB50 625125,61.5,71.3,30.07
54149,06NB50 625125,59.0,70.4,31.18
54152,06NB50 625125,60.1,70.6,28.03
54157,06NB50 625125,57.9,70.9,29.82
54159,06NB50 625125,59.8,71.3,30.27
54165,06NB50 625125,60.2,70.9,26.5
54168,06NB50 625125,60.4,69.6,29.72
54184,06NB50 625125,59.3,71.2,31.8
54187,06NB50 625125,61.6,71.9,29.75
54194,06NB50 625125,60.8,72.1,30.78
55140,06NB50 625125,61.5,70.6,32.05
55143,06NB50 625125,61.0,70.3,31.9
55156,06NB50 625125,61.0,70.0,27.69
55159,06NB50 625125,58.0,68.1,25.5
55175,06NB50 625125,57.8,69.7,24.15
55178,06NB50 625125,60.2,69.7,30.61
55186,06NB50 625125,64.1,71.3,28.27
55193,06NB50 625125,61.6,70.8,27.42
55196,06NB50 625125,59.2,69.1,30.93
55203,06NB50 625125,61.5,70.7,30.13
55215,06NB50 625125,60.6,69.9,30.4
55221,06NB50 625125,60.5,68.9,33.42
55224,06NB50 625125,60.5,69.2,29.56
55230,06NB50 625125,61.4,69.5,31.46
55233,06NB50 625125,59.7,69.2,32.73
55239,06NB50 625125,58.5,68.5,33.17
55242,06NB50 625125,60.3,70.1,32.95
55248,06NB50 625125,60.7,71.3,31.35
55251,06NB50 625125,58.7,68.4,31.87
55253,06NB50 625125,59.2,69.1,30.15
55257,06NB50 625125,63.3,72.7,31.51
55259,06NB50 625125,62.9,72.4,28.46
57060,06NB50 625125,60.6,71.7,35.16
57066,06NB50 625125,60.0,70.4,31.41
57084,06NB50 625125,62.7,71.1,32.87
57088,06NB50 625125,59.1,69.6,34.58
57101,06NB50 625125,62.8,72.4,30.41
57107,06NB50 625125,62.9,72.1,30.01
57109,06NB50 625125,61.2,70.8,35.88
57115,06NB50 625125,60.1,69.7,33.29
57118,06NB50 625125,60.0,70.9,27.8
57124,06NB50 625125,62.2,72.6,25.92
57127,06NB50 625125,60.0,71.1,32.28
57132,06NB50 625125,59.3,71.4,31.47
57135,06NB50 625125,63.5,72.4,28.68
57141,06NB50 625125,60.5,72.3,31.14
60082,06NB50 625125,61.4,71.6,32.12
62172,06NB50 625125,62.0,69.6,32.1
62174,06NB50 625125,62.3,69.0,32.41
62283,06NB50 625125,62.7,69.5,33.09
62287,06NB50 625125,60.5,69.5,32.66
62289,06NB50 625125,61.7,69.5,32.6
63036,06NB50 625125,63.5,72.5,29.51
63040,06NB50 625125,60.3,71.4,29.51
63043,06NB50 625125,64.7,73.1,30.5
63049,06NB50 625125,62.4,71.4,33.2
63052,06NB50 625125,64.9,71.5,31.6
63089,06NB50 625125,63.1,72.5,27.05
63098,06NB50 625125,62.2,70.2,29.4
63711,06NB50 625125,61.6,71.2,29.39
63735,06NB50 625125,62.2,72.7,29.88
63743,06NB50 625125,63.9,73.6,25.57
63751,06NB50 625125,62.1,72.6,29.69
63764,06NB50 625125,62.4,68.8,29.81
63768,06NB50 625125,62.7,70.6,28.84
63771,06NB50 625125,66.1,73.1,27.48
63812,06NB50 625125,59.4,69.4,29.59
63880,06NB50 625125,60.8,67.7,30.93
63883,06NB50 625125,66.3,71.5,29.73
64077,06NB50 625125,64.1,73.7,27.62
64083,06NB50 625125,64.8,73.3,26.73
64928,06NB50 625125,66.4,72.4,30.05
18,05CSK 625100,45.9,59.5,33.47
1888,05CSK 625100,42.0,57.1,35.42
1892,05CSK 625100,40.5,58.3,33.56
1897,05CSK 625100,41.8,58.5,34.62
1900,05CSK 625100,43.8,58.7,33.08
2663,05CSK 625100,42.9,57.1,33.82
2799,05CSK 625100,45.2,61.2,33.85
2805,05CSK 625100,44.7,60.6,32.37
2808,05CSK 625100,43.4,59.3,37.55
2814,05CSK 625100,46.3,59.7,33.1
2818,05CSK 625100,47.6,60.5,31.75
2823,05CSK 625100,45.7,60.1,35.45
3594,05CSK 625100,44.4,61.2,32.96
3684,05CSK 625100,43.5,58.9,33.09
3689,05CSK 625100,42.6,58.9,32.47
3693,05CSK 625100,44.2,59.0,31.88
3698,05CSK 625100,43.7,58.7,32.42
3702,05CSK 625100,44.2,60.1,31.97
3710,05CSK 625100,43.1,57.6,34.32
3723,05CSK 625100,43.9,58.6,34.32
3726,05CSK 625100,47.4,61.2,32.94
3736,05CSK 625100,45.8,59.5,32.99
3773,05CSK 625100,42.3,57.2,36.82
3777,05CSK 625100,43.3,56.9,36.62
3783,05CSK 625100,43.0,57.3,36.0
3786,05CSK 625100,43.4,57.6,36.47
3792,05CSK 625100,42.0,58.7,34.79
3804,05CSK 625100,42.8,58.4,36.41
3811,05CSK 625100,43.9,58.7,34.61
3843,05CSK 625100,44.0,58.9,33.12
3846,05CSK 625100,43.5,57.6,34.77
3938,05CSK 625100,41.7,58.3,35.28
3941,05CSK 625100,41.9,57.0,34.75
3946,05CSK 625100,45.4,58.1,34.68
3951,05CSK 625100,47.0,60.9,28.1
4340,05CSK 625100,39.2,56.8,37.33
4365,05CSK 625100,40.2,57.0,34.13
4370,05CSK 625100,40.9,57.9,35.29
4373,05CSK 625100,43.2,58.7,33.87
4378,05CSK 625100,44.8,59.1,32.74
4382,05CSK 625100,43.6,58.2,33.55
4391,05CSK 625100,43.3,58.4,34.5
4396,05CSK 625100,43.0,58.7,33.43
4400,05CSK 625100,41.2,58.2,32.55
4405,05CSK 625100,42.6,59.0,32.76
4524,05CSK 625100,44.8,58.8,34.1
4531,05CSK 625100,44.5,58.4,33.64
4534,05CSK 625100,48.3,59.3,31.17
4540,05CSK 625100,44.1,58.4,33.91
4543,05CSK 625100,44.8,57.1,36.83
4874,05CSK 625100,44.5,58.8,32.4
4879,05CSK 625100,45.3,60.2,32.16
4882,05CSK 625100,45.6,60.0,32.67
4887,05CSK 625100,44.1,59.9,33.33
4890,05CSK 625100,43.5,58.9,33.69
4896,05CSK 625100,43.9,59.3,31.98
4899,05CSK 625100,42.7,58.0,30.68
5073,05CSK 625100,40.2,56.7,35.51
5078,05CSK 625100,42.1,58.1,32.2
5079,05CSK 625100,47.5,59.9,33.67
5147,05CSK 625100,43.3,59.7,32.4
7326,05CSK 625100,46.2,59.3,34.23
7333,05CSK 625100,46.4,59.2,34.05
7338,05CSK 625100,45.5,58.6,32.42
7341,05CSK 625100,45.7,58.6,32.91
7343,05CSK 625100,47.1,59.8,33.07
7344,05CSK 625100,46.8,58.7,35.42
7345,05CSK 625100,45.6,58.5,31.75
8598,05CSK 625100,44.8,59.5,33.82
8601,05CSK 625100,45.4,60.2,32.59
8602,05CSK 625100,45.4,60.1,32.51
8610,05CSK 625100,47.0,59.4,33.74
8611,05CSK 625100,47.0,59.1,33.97
8619,05CSK 625100,47.2,59.0,32.67
8620,05CSK 625100,47.3,59.4,31.49
8621,05CSK 625100,49.6,60.1,33.5
8625,05CSK 625100,48.7,58.8,31.82
8686,05CSK 625100,41.8,56.9,32.81
9471,05CSK 625100,48.5,65.2,29.06
9472,05CSK 625100,49.1,65.2,28.94
9505,05CSK 625100,45.9,59.8,27.69
10756,05CSK 625100,47.4,60.2,32.86
10758,05CSK 625100,45.5,59.2,32.78
10763,05CSK 625100,46.0,58.9,32.56
11623,05CSK 625100,42.9,54.6,35.09
11634,05CSK 625100,42.8,58.9,31.27
11638,05CSK 625100,42.6,58.6,35.41
11701,05CSK 625100,44.4,59.4,32.73
11702,05CSK 625100,44.6,59.1,32.58
11709,05CSK 625100,39.8,56.8,30.86
11710,05CSK 625100,40.8,57.2,34.62
11711,05CSK 625100,40.6,57.8,33.26
11734,05CSK 625100,43.0,57.4,34.25
11741,05CSK 625100,43.3,58.4,32.08
11743,05CSK 625100,44.7,58.9,30.2
11764,05CSK 625100,41.8,57.1,33.0
11766,05CSK 625100,40.7,56.4,31.42
11767,05CSK 625100,42.8,58.0,30.29
11770,05CSK 625100,39.5,60.4,28.54
11774,05CSK 625100,43.6,60.1,31.08
11775,05CSK 625100,44.6,59.7,31.03
11888,05CSK 625100,43.9,59.5,30.97
11895,05CSK 625100,44.4,60.3,33.65
11898,05CSK 625100,43.7,59.6,34.41
11904,05CSK 625100,42.4,58.1,34.84
12162,05CSK 625100,43.2,58.9,32.4
12221,05CSK 625100,40.9,58.1,33.96
12224,05CSK 625100,41.5,57.3,30.6
12232,05CSK 625100,42.1,58.3,32.27
12238,05CSK 625100,42.2,59.3,32.62
12241,05CSK 625100,41.9,58.9,34.58
12246,05CSK 625100,43.4,59.3,31.45
12249,05CSK 625100,41.8,59.0,31.94
12254,05CSK 625100,42.6,59.3,33.0
12257,05CSK 625100,45.8,59.7,32.83
12260,05CSK 625100,44.2,59.4,31.73
12265,05CSK 625100,45.4,61.5,31.77
12329,05CSK 625100,41.2,57.9,33.05
12334,05CSK 625100,48.6,60.3,32.1
12339,05CSK 625100,41.3,57.9,33.33
12344,05CSK 625100,38.2,59.8,27.42
12349,05CSK 625100,42.0,58.4,34.88
12354,05CSK 625100,42.6,58.2,32.9
12357,05CSK 625100,46.6,58.6,35.52
13160,05CSK 625100,46.1,60.4,31.2
13406,05CSK 625100,41.9,58.3,38.12
13410,05CSK 625100,44.6,59.7,33.98
13429,05CSK 625100,46.1,59.0,31.08
13605,05CSK 625100,43.7,58.8,32.8
13609,05CSK 625100,44.1,59.2,36.42
13614,05CSK 625100,46.2,59.9,32.93
13615,05CSK 625100,44.9,58.7,31.29
13712,05CSK 625100,42.4,57.6,36.04
13716,05CSK 625100,43.0,58.5,31.66
13718,05CSK 625100,43.9,58.8,33.55
13721,05CSK 625100,44.3,59.1,36.0
13723,05CSK 625100,45.3,59.0,32.12
13727,05CSK 625100,44.7,57.5,32.49
13731,05CSK 625100,45.5,57.5,33.82
13737,05CSK 625100,46.6,59.1,29.51
13743,05CSK 625100,45.5,57.9,32.46
13746,05CSK 625100,45.8,57.7,31.2
13752,05CSK 625100,43.7,56.7,32.01
13754,05CSK 625100,44.6,57.8,33.07
13755,05CSK 625100,43.9,57.4,30.73
13760,05CSK 625100,45.7,58.4,31.74
13761,05CSK 625100,45.9,58.1,30.91
13764,05CSK 625100,42.4,57.6,34.81
13769,05CSK 625100,47.7,61.2,30.37
13770,05CSK 625100,48.2,62.0,28.27
13772,05CSK 625100,47.9,61.4,29.22
13779,05CSK 625100,46.5,59.4,31.8
13781,05CSK 625100,46.9,59.2,30.95
13790,05CSK 625100,46.6,60.1,33.36
13791,05CSK 625100,47.8,59.8,32.16
13797,05CSK 625100,46.7,58.0,33.62
13799,05CSK 625100,47.1,58.9,31.85
13800,05CSK 625100,46.1,58.1,34.52
13806,05CSK 625100,46.7,59.3,31.91
13808,05CSK 625100,46.1,58.9,31.72
13809,05CSK 625100,49.4,60.3,31.26
13815,05CSK 625100,45.9,59.0,31.34
13817,05CSK 625100,46.4,58.4,30.47
13818,05CSK 625100,46.2,59.5,31.04
13824,05CSK 625100,46.7,58.7,32.18
13826,05CSK 625100,45.8,58.9,32.65
13827,05CSK 625100,46.1,59.0,30.87
13843,05CSK 625100,49.2,60.3,33.71
13845,05CSK 625100,48.0,59.7,33.81
13846,05CSK 625100,48.2,60.0,32.97
13854,05CSK 625100,47.5,60.4,32.32
13859,05CSK 625100,46.9,60.0,33.12
13863,05CSK 625100,47.9,60.1,33.21
13864,05CSK 625100,48.7,60.6,31.23
13870,05CSK 625100,49.6,62.4,30.84
13872,05CSK 625100,50.0,61.8,32.67
13873,05CSK 625100,49.8,61.5,31.84
13877,05CSK 625100,47.7,61.3,30.74
14130,05CSK 625100,48.8,62.4,29.02
14131,05CSK 625100,47.9,61.0,29.66
14134,05CSK 625100,47.9,61.4,31.27
14140,05CSK 625100,47.5,60.1,32.14
14142,05CSK 625100,48.9,61.1,33.26
14143,05CSK 625100,48.0,60.7,31.99
14149,05CSK 625100,46.8,59.7,30.55
14152,05CSK 625100,48.7,60.0,28.31
14153,05CSK 625100,44.9,58.1,34.69
14158,05CSK 625100,47.6,61.1,31.99
14159,05CSK 625100,38.7,57.6,42.0
14160,05CSK 625100,47.8,60.9,31.7
14161,05CSK 625100,53.3,63.2,29.41
14163,05CSK 625100,47.4,60.9,33.49
14166,05CSK 625100,45.2,58.7,30.8
14169,05CSK 625100,46.2,57.8,32.34
14170,05CSK 625100,46.2,58.7,32.98
14177,05CSK 625100,49.1,60.6,32.12
14178,05CSK 625100,46.9,61.1,29.54
14179,05CSK 625100,47.6,60.7,31.24
14185,05CSK 625100,44.8,58.6,30.39
14187,05CSK 625100,44.7,58.1,32.61
14188,05CSK 625100,45.3,58.8,30.88
14189,05CSK 625100,47.1,61.5,32.29
14194,05CSK 625100,46.3,59.5,31.4
14196,05CSK 625100,46.7,59.2,32.66
14197,05CSK 625100,45.8,59.4,35.11
14203,05CSK 625100,47.0,60.2,31.11
14205,05CSK 625100,48.9,61.1,29.54
14209,05CSK 625100,43.0,57.9,32.08
14210,05CSK 625100,42.6,58.3,31.7
14215,05CSK 625100,40.9,56.9,35.71
14216,05CSK 625100,40.7,57.0,35.54
14253,05CSK 625100,42.9,60.3,33.46
14257,05CSK 625100,45.2,60.2,31.04
14269,05CSK 625100,41.8,58.4,33.13
14270,05CSK 625100,42.4,58.3,34.79
14271,05CSK 625100,41.9,57.9,34.17
14275,05CSK 625100,42.0,56.6,34.2
14314,05CSK 625100,45.4,60.3,30.26
14316,05CSK 625100,45.2,58.8,31.7
14319,05CSK 625100,45.7,60.6,31.1
14365,05CSK 625100,43.5,58.4,33.01
14367,05CSK 625100,44.6,58.7,33.03
14372,05CSK 625100,42.8,58.8,31.49
14375,05CSK 625100,44.4,59.7,32.3
14380,05CSK 625100,45.4,59.0,29.01
14432,05CSK 625100,41.6,57.4,32.02
14433,05CSK 625100,43.8,58.3,30.48
14434,05CSK 625100,45.3,59.1,31.95
14441,05CSK 625100,41.4,57.8,32.07
14442,05CSK 625100,41.8,58.4,30.71
14449,05CSK 625100,44.7,60.2,30.45
14452,05CSK 625100,46.8,60.7,30.75
14457,05CSK 625100,42.6,58.0,34.31
14460,05CSK 625100,42.5,57.6,33.76
14503,05CSK 625100,42.9,58.8,32.85
14504,05CSK 625100,43.9,59.5,32.7
14505,05CSK 625100,44.7,59.5,29.85
14506,05CSK 625100,43.9,59.2,31.48
14512,05CSK 625100,43.7,59.8,30.86
14514,05CSK 625100,44.6,59.0,28.25
14522,05CSK 625100,45.1,59.0,35.26
14523,05CSK 625100,44.3,57.9,34.26
14531,05CSK 625100,46.4,59.3,32.66
14534,05CSK 625100,44.9,58.9,33.21
14537,05CSK 625100,46.5,59.1,33.09
14539,05CSK 625100,47.0,59.2,32.65
15413,05CSK 625100,47.1,61.4,31.99
15895,05CSK 625100,41.9,57.1,33.01
16299,05CSK 625100,46.9,62.6,28.54
16689,05CSK 625100,48.5,60.3,31.72
16690,05CSK 625100,50.4,61.7,31.01
16695,05CSK 625100,47.5,60.4,31.45
16696,05CSK 625100,47.4,60.1,30.0
16702,05CSK 625100,47.5,60.6,32.11
16761,05CSK 625100,46.2,59.6,34.67
16767,05CSK 625100,45.7,61.7,30.58
17112,05CSK 625100,44.1,57.3,35.39
17116,05CSK 625100,44.1,57.8,35.89
17127,05CSK 625100,46.1,58.4,35.69
17133,05CSK 625100,43.6,57.5,36.56
17136,05CSK 625100,43.4,56.6,36.11
17142,05CSK 625100,45.2,56.7,36.7
17146,05CSK 625100,43.2,56.6,36.32
17152,05CSK 625100,40.9,56.8,37.44
17154,05CSK 625100,44.3,56.5,37.63
17156,05CSK 625100,45.3,57.3,35.55
17161,05CSK 625100,46.0,58.1,33.71
17163,05CSK 625100,44.5,57.5,36.97
17164,05CSK 625100,45.3,59.0,32.77
17172,05CSK 625100,45.5,57.6,37.07
17190,05CSK 625100,46.3,60.3,31.8
17206,05CSK 625100,49.5,61.1,29.15
17209,05CSK 625100,49.9,61.4,33.29
17210,05CSK 625100,45.3,58.8,31.69
17230,05CSK 625100,44.9,57.5,33.46
18199,05CSK 625100,47.1,60.8,32.57
18205,05CSK 625100,46.4,61.1,33.73
18206,05CSK 625100,47.0,60.3,33.47
18212,05CSK 625100,44.8,59.6,34.48
18289,05CSK 625100,42.7,58.8,35.76
18290,05CSK 625100,43.2,58.2,34.32
18297,05CSK 625100,45.9,61.4,32.19
18300,05CSK 625100,45.0,61.0,33.61
18303,05CSK 625100,43.9,60.6,32.45
18310,05CSK 625100,44.1,60.1,32.57
18311,05CSK 625100,43.2,60.0,32.23
18320,05CSK 625100,45.7,60.9,31.57
18322,05CSK 625100,47.9,60.2,32.35
18329,05CSK 625100,46.5,59.4,32.94
18862,05CSK 625100,47.0,60.7,32.8
18870,05CSK 625100,49.0,62.7,31.47
18876,05CSK 625100,49.4,62.6,33.01
18878,05CSK 625100,48.3,61.0,31.29
18885,05CSK 625100,51.5,61.7,31.19
18887,05CSK 625100,44.9,58.7,35.17
18894,05CSK 625100,47.2,60.3,32.85
18896,05CSK 625100,47.2,60.0,33.93
18901,05CSK 625100,49.8,61.8,36.42
18905,05CSK 625100,46.9,60.1,33.85
18911,05CSK 625100,48.8,61.3,35.2
18914,05CSK 625100,47.3,60.1,34.5
18920,05CSK 625100,49.1,62.3,34.23
18923,05CSK 625100,49.1,62.9,33.33
18929,05CSK 625100,48.8,61.8,32.63
18933,05CSK 625100,47.5,59.5,33.93
18937,05CSK 625100,47.6,59.0,34.57
18942,05CSK 625100,48.4,61.9,32.22
18943,05CSK 625100,49.5,62.3,30.23
18960,05CSK 625100,45.6,58.8,32.7
18964,05CSK 625100,46.2,59.2,30.77
18968,05CSK 625100,45.6,59.7,31.21
18973,05CSK 625100,47.0,59.6,30.8
18982,05CSK 625100,44.0,60.5,34.92
18986,05CSK 625100,44.5,60.7,34.28
18992,05CSK 625100,45.4,62.1,33.02
18997,05CSK 625100,45.0,60.2,33.72
18999,05CSK 625100,44.0,59.7,34.05
19002,05CSK 625100,41.7,59.3,35.09
19005,05CSK 625100,43.3,59.9,34.2
19006,05CSK 625100,44.7,60.1,33.76
19011,05CSK 625100,45.6,60.2,33.73
19015,05CSK 625100,41.4,54.1,36.33
19020,05CSK 625100,43.4,58.4,34.79
19023,05CSK 625100,45.2,59.1,32.9
19029,05CSK 625100,44.3,59.4,34.06
19032,05CSK 625100,44.9,58.7,30.97
19039,05CSK 625100,47.0,59.0,31.55
19041,05CSK 625100,47.3,58.1,33.03
19047,05CSK 625100,47.2,58.0,32.18
19049,05CSK 625100,51.7,60.8,29.76
19050,05CSK 625100,43.3,57.8,36.48
19058,05CSK 625100,47.3,59.3,31.6
19059,05CSK 625100,46.1,57.8,34.32
19081,05CSK 625100,48.9,57.7,31.54
19085,05CSK 625100,48.2,57.9,32.5
19093,05CSK 625100,50.6,60.7,31.58
19109,05CSK 625100,54.1,60.7,27.62
19125,05CSK 625100,43.7,58.3,35.45
19143,05CSK 625100,48.6,60.5,35.04
19145,05CSK 625100,44.4,58.1,36.23
19146,05CSK 625100,43.4,58.4,35.83
19151,05CSK 625100,43.9,59.2,31.91
19230,05CSK 625100,43.3,60.1,34.42
19235,05CSK 625100,43.5,58.4,34.32
19240,05CSK 625100,45.5,61.2,30.9
19245,05CSK 625100,42.3,59.0,35.12
20531,05CSK 625100,40.9,57.9,34.7
20544,05CSK 625100,44.7,58.5,33.63
20563,05CSK 625100,44.5,58.1,34.98
20566,05CSK 625100,43.0,58.2,33.4
20569,05CSK 625100,43.7,58.2,36.67
20572,05CSK 625100,45.8,59.2,35.57
20611,05CSK 625100,45.2,59.3,33.76
20614,05CSK 625100,46.0,59.3,33.81
20716,05CSK 625100,44.4,57.2,35.55
20719,05CSK 625100,48.0,59.8,31.34
20721,05CSK 625100,45.8,58.5,31.26
21435,05CSK 625100,42.3,58.7,34.19
21440,05CSK 625100,43.3,58.9,33.56
21449,05CSK 625100,44.0,59.2,35.54
21452,05CSK 625100,42.2,59.3,32.89
21458,05CSK 625100,43.5,59.6,34.32
21461,05CSK 625100,43.2,58.1,35.69
21467,05CSK 625100,43.5,58.9,34.0
21470,05CSK 625100,43.6,58.8,33.35
21474,05CSK 625100,43.4,57.4,34.97
21484,05CSK 625100,45.2,57.6,34.45
21488,05CSK 625100,45.8,60.2,33.82
21493,05CSK 625100,44.7,59.1,32.12
21497,05CSK 625100,45.2,61.0,31.09
